,doc_id,youtube_video_id,start_time_sec,end_time_sec,transcription,title,start_time,end_time,url,total_time,total_words
75,76,QSXi7rSrfN8,255.81,276.78,ticket theater tonight thank mummy pig love theater granny pig babysit little super birthday lucky mummy world beautiful,mummy pig's birthday,00:04:15.810,00:04:36.780,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.97,18
76,77,LertHmE-LTA,2.7,69.03,peppa pig little brother mummy pig daddy tooth fairy peppa george favorite theme spaghetti lot noise finish bite quiet tooth wait hm papa maybe look mirror tooth fall worry peppa,the tooth fairy,00:00:02.700,00:01:09.030,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,66.33,30
77,78,LertHmE-LTA,69.9,104.659,milk tooth mean fall good grab mummy yes peppa mean tooth fairy pay visit tooth fairy yes tooth fairy tooth pillow tonight tooth fairy come tooth fairy tooth place leave shiny coin grow want,the tooth fairy,00:01:09.900,00:01:44.659,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.759,34
78,79,LertHmE-LTA,104.869,140.45,tooth fairy like grow george green sure yes dinosaur quick george time super bed peppa george brush tooth good brush buy nice like tooth fairy wait bed peppa putt tooth,the tooth fairy,00:01:44.869,00:02:20.450,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.581,30
79,80,LertHmE-LTA,140.959,188.87,pillow tooth fairy good night peppa george good night mummy good night daddy good night little piggy george sleep let stay awake night tooth fairy tooth fairy late tooth fairy long time tooth fairy noise tooth fairy,the tooth fairy,00:02:20.959,00:03:08.870,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.911,37
80,81,LertHmE-LTA,190.099,237.81,george hear noise george tire fall asleep george good stay awake stay awake tooth fairy look good tooth fairy arrive peppa asleep hello like coin return tooth nice clean tooth thank,the tooth fairy,00:03:10.099,00:03:57.810,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.711,31
81,82,LertHmE-LTA,238.92,279.12,good night peppa george wake asleep tooth fairy come let look pillow look peppa tooth fairy leave coin fall asleep good maybe fall asleep little bite time stay awake tooth fairy,the tooth fairy,00:03:58.920,00:04:39.120,https://www.youtube.com/watch?v=LertHmE-LTA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.2,31
82,83,mIsBlZoWhWY,2.7,66.8,peppa pig little brother mummy pig daddy new car day peppa family drive red car shall roof yes peppa george love car everybody ready ready let love love dear car sound good,the new car,00:00:02.700,00:01:06.800,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,64.1,32
83,84,mIsBlZoWhWY,71.38,108.17,wrong daddy know let granddad dog garage fix good idea mummy granddad dog run garage good mend car dear daddy pig car doe sound good fix granddad dog yes day want,the new car,00:01:11.380,00:01:48.170,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.79,31
84,85,mIsBlZoWhWY,108.71,144.77,drive car worry borrow new car fix rend dog like roof yes press red button clever car come fix car thank granddad dog good bye bye bye bye good bye peppa family like new blue car,the new car,00:01:48.710,00:02:24.770,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.06,36
85,86,mIsBlZoWhWY,145.34,193.8,button new car doe green button daddy let magic window daddy make magic window doe blue button know let love new car peppa borrow today think rain yes roof,the new car,00:02:25.340,00:03:13.800,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.46,29
86,87,mIsBlZoWhWY,194.25,241.41,button close roof silly button new car squirt daddy pig water button button daddy pig forget button close roof think car like let try make stop rain open roof yes button red,the new car,00:03:14.250,00:04:01.410,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.16,32
87,88,mIsBlZoWhWY,248.52,279.25,dog fix car car fix thank granddad dog change thank daddy pig good bye good bye bye bye bye good old car like new car like old car think old car like,the new car,00:04:08.520,00:04:39.250,https://www.youtube.com/watch?v=mIsBlZoWhWY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.73,32
88,89,mq_qgmErf3Y,2.7,48.149,peppa pig little brother mummy big treasure hunt granny pig grandpa pig make treasure hunt peppa george granny pig draw treasure map grandpa pig bury treasure secret place garden rumple pig finish peppa george soon need panic granny pig peppa,treasure hunt,00:00:02.700,00:00:48.149,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.449,40
89,90,mq_qgmErf3Y,48.57,92.4,family quick grandpa pig grandpa pig finish time hello little grandpa pig pig hello thou hot peppa george make treasure hunt garden bury treasure treasure look treasure map peppa george,treasure hunt,00:00:48.570,00:01:32.400,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.83,30
90,91,mq_qgmErf3Y,93.18,126.03,wear pirate hat hello captain george map bite difficult daddy help course peppa good map yes bite difficult daddy pig hold map upside yes think easy red cross treasure garden apple tree,treasure hunt,00:01:33.180,00:02:06.030,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.85,32
91,92,mq_qgmErf3Y,127.65,162.21,know like clue yes clue bottle bottle peppa clue message bottle look bottle good peppa let message say message pirate honey meet pirate message,treasure hunt,00:02:07.650,00:02:42.210,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.56,24
92,93,mq_qgmErf3Y,164.52,200.43,pirate bad handwriting pirates handwriting excellent make pirate clearly write follow arrow follow george glue stick shape arrow look point way peppa george follow arrow george cheese peppa clue key good peppa,treasure hunt,00:02:44.520,00:03:20.430,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.91,32
93,94,mq_qgmErf3Y,201.33,240.59,treasure chest unlock clue maybe look map look peppa map apple tree apple tree apple tree treasure let look dear hang treasure,treasure hunt,00:03:21.330,00:04:00.590,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.26,22
94,95,mq_qgmErf3Y,244.049,276.09,good key open believe gold coin worth fortune gold coin chocolate coin chocolate coin everybody peppa george love chocolate coin love chocolate coin granny grandpa treasure,treasure hunt,00:04:04.049,00:04:36.090,https://www.youtube.com/watch?v=mq_qgmErf3Y&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.041,26
95,96,0jaQ6JLQaYg,2.449,57.62,big little brother george big good mummy pig daddy pig make breakfast peppa george breakfast ready peppa red spot face mummy feel good good dear peppa look good worry ring doctor brown bear doctor brown bear speak peppa good face cover red spot,not very well,00:00:02.449,00:00:57.620,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,55.171,43
96,97,0jaQ6JLQaYg,59.1,91.77,peppa bed come straight round doctor brown bear come make peppa hello peppa today good stick tongue peppa rash bloody medicine rash clear quickly like little medicine yes afraid taste,not very well,00:00:59.100,00:01:31.770,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.67,30
97,98,0jaQ6JLQaYg,92.43,123.689,nice open wide yes disgust brave little good peppa stay bed late check peppa visitor yes visitor rash catch goodbye goodbye doctor brown burn okay doctor brown bear say stay bed little bite peppa,not very well,00:01:32.430,00:02:03.689,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.259,34
98,99,0jaQ6JLQaYg,124.549,162.629,bore doctor brown bed say visitor visit suzy sheep peppa friend ring suzy sheeps mummy man hello madame pig peppa talk suzy hello suzy hello peppa good red spot face doctor bean yes doctor brown bear say good brave really ill,not very well,00:02:04.549,00:02:42.629,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.08,41
99,100,0jaQ6JLQaYg,163.8,201.81,yes yes pretend stay bed doctor brown bear let babysit taste really horrible come willa nurse outfit suzy sheep come peppa suzy wear nurse costume danny dog rebecca rabbit come hello peppa hello feel good suzy say pet,not very well,00:02:43.800,00:03:21.810,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.01,38
100,101,0jaQ6JLQaYg,202.14,237.45,make good orange juice okay peppa quite enjoy thank suzy feel little bite daddy ask mummy ice tree rebecca bring flower garden doctor brown bear good nurse,not very well,00:03:22.140,00:03:57.450,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.31,27
101,102,0jaQ6JLQaYg,237.689,269.449,patient real nurse pretend like look yes say red completely matt die bite feel vicar stand bed little bite fancy game ball garden want join good complete recovery,not very well,00:03:57.689,00:04:34.650,https://www.youtube.com/watch?v=0jaQ6JLQaYg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.961,28
102,103,_-diBexRvk0,2.7,58.79,peppa pig little brother mummy pig daddy heather george excite today snow outside mummy play snow yes cold outside wrap warm forget wear hat scarf glove cold outside peppa george wear hat scarf glove come,snow,00:00:02.700,00:00:58.790,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,56.09,35
103,104,_-diBexRvk0,61.46,160.37,peppa george make footprint snow peppa jordan love make footprint snow dear funny george let play snowball peppa make snowball jojje lot fun george dear maybe game little rough sorry george george let build snow bat peppa georgia make snowman make,snow,00:01:01.460,00:02:40.370,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,98.91,41
104,105,_-diBexRvk0,160.7,204.26,body george snowman body make snowman head need arm eye mouth george stick snowman arm peppa stone snowman eye mouth face snowman need peppa carrot make snowman nose pop snowman look happy maybe bite cold,snow,00:02:40.700,00:03:24.260,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.56,35
105,106,_-diBexRvk0,205.73,247.61,snowman need clothe warm george clothe snowman nice warm snowman wear hat scarf glove mummy daddy come look mummy pig wear hat scarf glove snowman new daddy pig look quite cold,snow,00:03:25.730,00:04:07.610,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,41.88,31
106,107,_-diBexRvk0,248.21,269.63,wear hat scarf glove choo daddy wear hat scarf glove know think know daddy hat scarf glove daddy pig hat scarf glove snowman,snow,00:04:08.210,00:04:29.630,https://www.youtube.com/watch?v=_-diBexRvk0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.42,23
107,108,A5iZqRKyWNI,2.7,43.079,big little brother big family day peppa george today windy castle wiki castle daddy castle high hill george like castle windy castle sound like bore thing boy peppa love great view windy castle,windy castle,00:00:02.700,00:00:43.079,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.379,33
108,109,A5iZqRKyWNI,43.649,81.96,granny grandpa house let map reid mummy pig drive sure daddy pig map read lose grumpy lose grumpy windy castle really quite like play game yes let play spy okay daddy pig,windy castle,00:00:43.649,00:01:21.960,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.311,32
109,110,A5iZqRKyWNI,82.74,125.88,secretly look guess spy little eye color red red dress right red car spy little eye blue george blue shirt car yes sky blue sky win daddy pig know know exactly,windy castle,00:01:22.740,00:02:05.880,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.14,31
110,111,A5iZqRKyWNI,126.39,152.85,road look map daddy pig lose windy castle moment know ring granny grandpa need ring granny grandpa windy castle day day,windy castle,00:02:06.390,00:02:32.850,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.46,21
111,112,A5iZqRKyWNI,158.75,189.69,hello grandpa pig speak grandpa pig bite lose way windy daddy pig map read yes daddy pig map read bite grumpy moment grumpy route main road windy castle ahead thank grandpa pig follow main road look windy,windy castle,00:02:38.750,00:03:09.690,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.94,37
112,113,A5iZqRKyWNI,190.38,235.049,castle think castle yes windy castle come peppa family arrive windy castle tall let inside view fantastic look view ready grandpa house yes far away let look telescope,windy castle,00:03:10.380,00:03:55.049,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.669,28
113,114,A5iZqRKyWNI,237.87,276.06,look fast yes let george look telescope make look big granny grandpa look george thank papa egg george wave granny grandpa silly george groan grandpa far away wave know ring hello grandpa pig windy castle wave granny grandpa,windy castle,00:03:57.870,00:04:36.060,https://www.youtube.com/watch?v=A5iZqRKyWNI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.19,38
114,115,GNFG2hFKakA,2.7,50.129,peppa pig little brother mummy pig study cousin klepper george play gun george throw ball hard george rule say wear turn win peppa george today big cousin chloe come visit cousin chloe george chloe big girl like sad little,my cousin chloe,00:00:02.700,00:00:50.129,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.429,39
115,116,GNFG2hFKakA,51.12,79.92,play sure chloe play chloe auntie pig bring chloe spend day house chloe peppa george cousin chloe bite old peppa george hello chloe hello peppa hello george late want play game yes let play catch peppa love play catch,my cousin chloe,00:00:51.120,00:01:19.920,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.8,39
116,117,GNFG2hFKakA,80.43,113.22,play catch game little play catch george like okay let play george play proper rule baby rule proper role start peppa catch peppa chase chloe george catch sure easily catch little,my cousin chloe,00:01:20.430,00:01:53.220,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.79,31
117,118,GNFG2hFKakA,114.63,152.91,help george little want help need help believe girl like come peppa try capture day play okay know really good game big sly fox sly fox want play fox person sly fox creeped,my cousin chloe,00:01:54.630,00:02:32.910,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.28,33
118,119,GNFG2hFKakA,153.33,183.06,maybe want sly fox sure sly fox turn creep budget peppa turn start georgia start win ready rule say like george chloe turn sly fox,my cousin chloe,00:02:33.330,00:03:03.060,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.73,25
119,120,GNFG2hFKakA,187.23,221.28,peppa george stay peppa start fair look long rule say look long want start george winner play different game yes long grow game know let play favorite game grow george know peppa favorite game,my cousin chloe,00:03:07.230,00:03:41.280,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.05,34
120,121,GNFG2hFKakA,222.92,253.05,peppa favorite game jump puddle george jump puddle wear boot bring boot khloe grow jump muddy alive george love jump muddy puddle secretly peppa love jump puddle want look grow hear puddle jump,my cousin chloe,00:03:42.920,00:04:13.050,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.13,33
121,122,GNFG2hFKakA,254.44,282.55,mummy pig daddy pig love jump doe look fun yes maybe rule say big girl jump muddy puddle yes good peppa chloe love jump muddy puddle love jump muddy puddle grow,my cousin chloe,00:04:14.440,00:04:42.550,https://www.youtube.com/watch?v=GNFG2hFKakA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.11,31
122,123,hpBDNzokIdg,2.06,51.39,peppa pig little brother george mummy pig daddy tea time mummy pig surprise today day pancake pancake delicious love pancake love pancake expert flip pancake leave sure daddy pig time bite grumpy drop pancake floor,pancakes,00:00:02.060,00:00:51.390,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.33,35
123,124,hpBDNzokIdg,52.17,98.579,grumpy problem fry pan mummy help make pancake yes help make batter flour bowl add egg milk stir mummy stir yes course peppa peppa love stir george want stir good george like okay stir,pancakes,00:00:52.170,00:01:38.579,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.409,34
124,125,hpBDNzokIdg,99.63,146.16,sit table cook mummy pig flip pancake flip high mummy pig flip pancake daddy pig pancake george emmy pig pause little syrup george pancake delicious pancake peppa flip high mummy pig chance,pancakes,00:01:39.630,00:02:26.160,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.53,32
125,126,hpBDNzokIdg,146.61,194.51,flip pancake daddy pig pancake mummy pig flip high mummy pig pancake daddy pig delicious watch secret make good pancake flip high air,pancakes,00:02:26.610,00:03:14.510,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.9,23
126,127,hpBDNzokIdg,200.459,235.079,silly daddy maybe bite high shame pancake simple matt dear daddy pig reach pancake worry daddy pig think know way let upstairs child mummy pig plan count start jump jump,pancakes,00:03:20.459,00:03:55.079,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.62,30
127,128,hpBDNzokIdg,241.67,272.02,carly julian work daddy pig pancake daddy pancake head syrup pancake daddy pig yes rupiah hmmm,pancakes,00:04:01.670,00:04:32.020,https://www.youtube.com/watch?v=hpBDNzokIdg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.35,16
128,129,-qjzaeBNNOs,2.61,72.43,peppa pig little brother mummy pig daddy pig friend peppa wait friend suzy sheep hello suzy hello peppa suzy sheep come play peppa peppa love suzy suzy love peppa friend suzy play bedroom yes barbie george want play peppa suzy love play peppa,best friend,00:00:02.610,00:01:12.430,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,69.82,43
129,130,-qjzaeBNNOs,76.17,132.35,bedroom doe george know george game big girl play toy peppa suzy want play tiny little fairy princess wave magic wand turn frog george like play george want play george plan suzy play george want play peppa,best friend,00:01:16.170,00:02:12.350,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,56.18,37
130,131,-qjzaeBNNOs,133.25,185.93,feel bite lonely george need help make chocolate chip cooky need lick bowl george like help mummy make cooky like play peppa want doctor person peppa suzy love play doctor nurse doe george peppa listen george chest george big breath,best friend,00:02:13.250,00:03:05.930,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,52.68,40
131,132,-qjzaeBNNOs,190.209,229.07,cough think heart bite plaster bolide suzy george temperature dear hot think stay bed year daddy pig come george wrong george worry dad okay george patient patient visitor little,best friend,00:03:10.209,00:03:49.070,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.861,29
132,133,-qjzaeBNNOs,230.45,270.17,tire cooky yes george medicine make feel excuse doctor help sore tummy need tickle flick honey girl curry daddy think need lot cooky make,best friend,00:03:50.450,00:04:30.170,https://www.youtube.com/watch?v=-qjzaeBNNOs&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.72,24
133,134,Med50YqgV_M,2.7,47.27,peppa pig little brother mummy pig daddy babysitting mummy pig daddy pig granny pig grandpa pig babysit pig thank papa egg hello little hello peppa george bed quick good night little piggy good night sleep tight,babysitting,00:00:02.700,00:00:47.270,https://www.youtube.com/watch?v=Med50YqgV_M&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.57,36
134,135,Med50YqgV_M,48.5,116.86,good night mummy good night daddy little darling sleep quickly yes mummy good behave mummy pig daddy pig leave peppa george good fall asleep mummy pig tell babysitting easy george strange noise wonder check upstairs,babysitting,00:00:48.500,00:01:56.860,https://www.youtube.com/watch?v=Med50YqgV_M&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,68.36,35
135,136,Med50YqgV_M,127.899,177.22,george awake good fast peppa george make noise hear think really fall asleep let watch television guard today talk rose love garden program kev gate particularly thorny rise prune start lop head snip away burden shoot,babysitting,00:02:07.899,00:02:57.220,https://www.youtube.com/watch?v=Med50YqgV_M&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.321,36
136,137,Med50YqgV_M,179.29,207.299,lennie pick peppa juwatch bed sleep george sleepy watch tv good suppose watch little tv make sleepy icelandic rose rare treat discern horticulturalist prone love temperate habitat program bore,babysitting,00:02:59.290,00:03:27.299,https://www.youtube.com/watch?v=Med50YqgV_M&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.009,29
137,138,Med50YqgV_M,209.2,277.26,grandpa pig play game lathe throw capture okay turn heavy george turn hello maybe grandpa pig bite tire know granny pig let play catch let pig daddy pig home hope little piggy asleep hello happen little piggy asleep big,babysitting,00:03:29.200,00:04:37.260,https://www.youtube.com/watch?v=Med50YqgV_M&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,68.06,39
138,139,cCGJL4YCa9c,2.7,55.8,peppa pig little brother mummy pig lesson peppa ballet lesson madame gazelle ballet teacher young peppa madame gazelle hello madame sweet welcome lesson ballet pick late bye bye enjoy aira peppa friend candy cat suzy sheep danny dog,ballet lesson,00:00:02.700,00:00:55.800,https://www.youtube.com/watch?v=cCGJL4YCa9c&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,53.1,38
139,140,cCGJL4YCa9c,56.61,151.09,rebecca rabbit pedro pony child today new pupil peppa pig peppa rum join friend hello begin demi plie demi plie little jump digit grace beauty petition send beauty beauty ballet lesson lot fun raise arm imagine beautifful swan noise think swan make,ballet lesson,00:00:56.610,00:02:31.090,https://www.youtube.com/watch?v=cCGJL4YCa9c&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,94.48,42
140,141,cCGJL4YCa9c,159.44,206.549,love john love johnson real dance swan good dance beautifully lovely let home daddy pig george bye bye peppa mummy pig daddy george ballet difficult easy,ballet lesson,00:02:39.440,00:03:26.549,https://www.youtube.com/watch?v=cCGJL4YCa9c&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.109,26
141,142,cCGJL4YCa9c,207.75,244.019,george mama need music good george daddy mummy moscow people time let value funny word really bend knee jump petit jete daddy know funny word mummy pig allah use quite good ballet careful daddy pig,ballet lesson,00:03:27.750,00:04:04.019,https://www.youtube.com/watch?v=cCGJL4YCa9c&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.269,35
142,143,cCGJL4YCa9c,244.859,278.559,favorite pas quite remember feeny daddy pig maybe leave ballet peppa yes crayon beautiful swan,ballet lesson,00:04:04.859,00:04:38.559,https://www.youtube.com/watch?v=cCGJL4YCa9c&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.7,15
143,144,tm8nM_E3Ikc,2.669,46.02,peppa pig little brother mummy pig daddy cousteau lovely sunny day george picnic boy juice teddy say thank peppa welcome teddy moisture mister dinosaur say welcome mister dodd,thunderstorm,00:00:02.669,00:00:46.020,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.351,28
144,145,tm8nM_E3Ikc,47.19,86.29,sir hehehe mister dinosaur like cookie hungry peppa george eat cooky thank teddy strange noise peppa george quick come inside house mummy large bag sound thunder peppa mean thunder string lot rain quick house rain,thunderstorm,00:00:47.190,00:01:26.290,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.1,35
145,146,tm8nM_E3Ikc,87.09,120.42,start need panic rain long way sky dark dark george bring toy garden dine good mister dinosaur safe cookie leave eddie garden wet worry peppa daddy pig rescue teddy hurry daddy pig rain know,thunderstorm,00:01:27.090,00:02:00.420,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.33,34
146,147,tm8nM_E3Ikc,121.289,174.65,thunderstorm rain age think plenty time rain daddy soak wet yes poor teddy let dry teddy dry truly poor daddy soak wet sorry daddy pig let dry daddy pig nice dry,thunderstorm,00:02:01.289,00:02:54.650,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,53.361,31
147,148,tm8nM_E3Ikc,177.84,225.39,rain come house wet dear daddy pig worry daddy pig use bucket catch drip good daddy pig easy pie quick catch water good peppa mummy bag loud okay child frighten let count flash bang,thunderstorm,00:02:57.840,00:03:45.390,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.55,34
148,149,tm8nM_E3Ikc,226.17,276.84,high count far away thunderstorm thunderstorm away thunderstorm thunderstorm filt garden muddy puddle peppa love jump muddy puddle love jump muddy puddle applaud storm make muddy,thunderstorm,00:03:46.170,00:04:36.840,https://www.youtube.com/watch?v=tm8nM_E3Ikc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,50.67,26
149,150,2gUp6ygqI-Q,4.859,59.73,little brother clean daddy pig family drive country come everybody ready yes daddy pig ready car ready look messy bad messy inside naughty messy daddy naughty messy daddy pink look rubbish newspaper,cleaning the car,00:00:04.859,00:00:59.730,https://www.youtube.com/watch?v=2gUp6ygqI-Q&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,54.871,32
150,151,2gUp6ygqI-Q,61.77,105.6,sweet mister dinosaur green sure clean car drive right mummy pig mummy help clean car yes want daddy pig warm soapy water wash car daddy pig watch aloof mummy pig wash bonnet peppa wash door george want wash window little poor george,cleaning the car,00:01:01.770,00:01:45.600,https://www.youtube.com/watch?v=2gUp6ygqI-Q&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.83,42
